2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000055 acc=AC00419 amount=104.63 loc=Omaha risk=71.5% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000089 acc=AC00438 amount=9.61 loc=San Diego risk=0.7% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000101 acc=AC00265 amount=383.37 loc=Fort Worth risk=30.0% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000112 acc=AC00318 amount=245.54 loc=New York risk=11.7% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000117 acc=AC00282 amount=300.08 loc=Austin risk=20.8% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000120 acc=AC00092 amount=115.83 loc=Fresno risk=10.3% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000152 acc=AC00242 amount=332.93 loc=Albuquerque risk=1.6% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000158 acc=AC00111 amount=803.37 loc=Memphis risk=9.3% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000166 acc=AC00182 amount=231.91 loc=Memphis risk=4.3% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000169 acc=AC00202 amount=304.35 loc=Houston risk=30.5% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000204 acc=AC00380 amount=51.00 loc=Seattle risk=68.2% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000210 acc=AC00339 amount=321.79 loc=Raleigh risk=19.7% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000242 acc=AC00215 amount=588.54 loc=Portland risk=5.8% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000243 acc=AC00202 amount=173.50 loc=Nashville risk=12.9% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000256 acc=AC00258 amount=237.99 loc=Kansas City risk=5.6% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000277 acc=AC00403 amount=167.14 loc=Denver risk=24.2% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000326 acc=AC00049 amount=609.14 loc=Tucson risk=9.5% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000351 acc=AC00040 amount=294.15 loc=Fresno risk=8.4% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000362 acc=AC00192 amount=788.84 loc=Phoenix risk=41.1% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000371 acc=AC00177 amount=218.59 loc=Denver risk=25.2% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000372 acc=AC00322 amount=132.84 loc=Oklahoma City risk=37.1% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000373 acc=AC00069 amount=157.37 loc=Dallas risk=0.8% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000408 acc=AC00208 amount=195.12 loc=Louisville risk=34.5% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000430 acc=AC00357 amount=296.00 loc=Las Vegas risk=88.3% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000441 acc=AC00040 amount=1237.56 loc=Austin risk=7.7% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000456 acc=AC00307 amount=219.63 loc=Charlotte risk=8.6% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000462 acc=AC00200 amount=697.32 loc=Atlanta risk=26.2% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000484 acc=AC00305 amount=99.11 loc=Philadelphia risk=44.0% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000512 acc=AC00153 amount=1116.48 loc=San Diego risk=29.8% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000513 acc=AC00012 amount=8.65 loc=Las Vegas risk=30.3% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000547 acc=AC00005 amount=420.28 loc=Washington risk=7.1% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000551 acc=AC00356 amount=77.43 loc=Raleigh risk=38.8% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000582 acc=AC00205 amount=84.59 loc=Las Vegas risk=21.0% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000601 acc=AC00184 amount=110.49 loc=Raleigh risk=12.5% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000625 acc=AC00425 amount=580.71 loc=Philadelphia risk=61.4% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000626 acc=AC00370 amount=821.54 loc=Atlanta risk=3.7% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000649 acc=AC00447 amount=50.40 loc=San Antonio risk=19.4% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000671 acc=AC00323 amount=820.15 loc=Kansas City risk=35.9% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000674 acc=AC00130 amount=197.49 loc=Fresno risk=0.8% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000680 acc=AC00101 amount=78.44 loc=San Jose risk=3.3% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000698 acc=AC00026 amount=278.27 loc=Tucson risk=31.8% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000699 acc=AC00277 amount=470.30 loc=Austin risk=23.3% model=Isolation Forest user=user
2026-05-10 23:27:33 | INFO | FLAGGED tx=TX000730 acc=AC00395 amount=371.47 loc=Milwaukee risk=21.1% model=Isolation Forest user=user
